520	en	zh	 online medical consultation 	在线医疗咨询
521	en	zh	 outbreak readiness 	爆发准备
522	en	zh	 overall case fatality 	总病死率
523	en	zh	 pangolin 	穿山甲
524	en	zh	 pathogen 	病原体
525	en	zh	 patient care equipment 	患者护理设备
526	en	zh	 person-to-person transmission 	人际传播
527	en	zh	 phlegm 	痰
528	en	zh	 physical contact 	身体接触
529	en	zh	 plague 	瘟疫
530	en	zh	 pneumonias 	肺炎
531	en	zh	 precaution 	预防措施
532	en	zh	 pre-existing condition 	已有疾病
533	en	zh	 prognosis 	预后
534	en	zh	 protect myself 	保护我自己
535	en	zh	 protect yourself 	保护你自己
536	en	zh	 protective measures 	保护措施
537	en	zh	 public health crisis 	公共卫生危机
538	en	zh	 pulmonary tissue damage 	肺组织损伤
539	en	zh	 rapid risk assessment 	快速风险评估
540	en	zh	 reagent 	试剂
541	en	zh	 regular flu 	普通流感
542	en	zh	 reinfection 	再感染
543	en	zh	 respirator 	呼吸器
544	en	zh	 respiratory distress 	呼吸窘迫
545	en	zh	 respiratory hygiene 	呼吸道卫生
546	en	zh	 respiratory tract disease 	呼吸道疾病
547	en	zh	 restrictions 	限制
548	en	zh	 resurge 	复活
549	en	zh	 rubeola 	风疹
550	en	zh	 runny nose 	流鼻涕
551	en	zh	 sars-related Coronavirus 	非典型肺炎（SARS）相关的冠状病毒
552	en	zh	 seasonal flu 	季节性流感
553	en	zh	 seasonal influenza 	季节性流感
554	en	zh	 secretion 	分泌物
555	en	zh	 self-quarantine 	自我隔离
556	en	zh	 sepsis 	败血症
557	en	zh	 septic shock 	感染性休克
558	en	zh	 Severe Acute Respiratory Syndrome 	严重急性呼吸综合征
559	en	zh	 sickened 	生病
560	en	zh	 sickness 	疾病
561	en	zh	 sneezing 	打喷嚏
562	en	zh	 Spanish flu 	西班牙流感
563	en	zh	 sputum 	唾液
564	en	zh	 stigmatisation 	侮辱
565	en	zh	 surface 	表面
566	en	zh	 surfaces 	表面
567	en	zh	 suspected infection 	疑似感染
568	en	zh	 swab 	拭子
569	en	zh	 swine flu 	猪流感
570	en	zh	 symptom 	症状
571	en	zh	 targeted disinfection 	靶向消毒
572	en	zh	 test kit 	试剂盒
573	en	zh	 testing error 	检测错误
574	en	zh	 TP shortage 	卫生纸短缺
575	en	zh	 toilet paper shortage 	卫生纸短缺
576	en	zh	 transmissibility 	传染力
577	en	zh	 transmission potential 	传染可能性
578	en	zh	 typical flu 	典型流感
579	en	zh	 underlying disease 	基础疾病
580	en	zh	 updates 	更新
581	en	zh	 vaccine 	疫苗
582	en	zh	 ventilation 	呼吸
583	en	zh	 ventilators 	呼吸机
584	en	zh	 viral pandemic 	病毒流行
585	en	zh	 viral pneumonia 	病毒性肺炎
586	en	zh	 virtual care 	虚拟护理
587	en	zh	 virulence 	毒性
588	en	zh	 virus itself 	病毒自身
589	en	zh	 virus scare 	病毒恐慌
590	en	zh	 vivid-19 	vivid-19
591	en	zh	 washing ones hands 	洗手
592	en	zh	 white blood cell count 	白细胞计数
593	en	zh	 widespread transmission 	广泛传播
594	en	zh	 WFH 	在家上班（WFH）
